Energy[MeV/u],Depth[mm],Sigma_fit[mm],Sigma[mm]
376.15,-300.0,3.0320788270680783,3.0320788270680783
376.15,-150.0,2.6774869754431707,2.6774869754431707
376.15,0.0,2.3398815598242457,2.3398815598242457
376.15,150.0,2.0596053657255156,2.0596053657255156
376.15,300.0,1.817548652640249,1.817548652640249
377.95,-300.0,2.9492699515389083,2.9492699515389083
377.95,-150.0,2.641390798930455,2.641390798930455
377.95,0.0,2.3059086878122783,2.3059086878122783
377.95,150.0,2.0765918017314995,2.0765918017314995
377.95,300.0,1.8472749156507202,1.8472749156507202
379.73,-300.0,2.9471466470381604,2.9471466470381604
379.73,-150.0,2.639267494429707,2.639267494429707
379.73,0.0,2.3313883418212535,2.3313883418212535
379.73,150.0,2.048988843221776,2.048988843221776
379.73,300.0,1.8281651751439887,1.8281651751439887
381.51,-300.0,2.9365301245344204,2.9365301245344204
381.51,-150.0,2.637144189928959,2.637144189928959
381.51,0.0,2.354744691329481,2.354744691329481
381.51,150.0,2.136044327752442,2.136044327752442
381.51,300.0,1.9215905731768985,1.9215905731768985
383.26,-300.0,2.9046805570232017,2.9046805570232017
383.26,-150.0,2.575568359407269,2.575568359407269
383.26,0.0,2.3122786013145227,2.3122786013145227
383.26,150.0,2.0723451927300034,2.0723451927300034
383.26,300.0,1.8451516111499722,1.8451516111499722
385.01,-300.0,2.8876941210172182,2.8876941210172182
385.01,-150.0,2.58406157741026,2.58406157741026
385.01,0.0,2.2846756428047987,2.2846756428047987
385.01,150.0,2.0787151062322473,2.0787151062322473
385.01,300.0,1.855768133653712,1.855768133653712
386.73,-300.0,2.8961873390202095,2.8961873390202095
386.73,-150.0,2.569198445905025,2.569198445905025
386.73,0.0,2.2698125112995635,2.2698125112995635
386.73,150.0,2.0235091892128003,2.0235091892128003
386.73,300.0,1.7793291716267858,1.7793291716267858
388.44,-300.0,2.8579678580067465,2.8579678580067465
388.44,-150.0,2.5713217504057724,2.5713217504057724
388.44,0.0,2.274059120301059,2.274059120301059
388.44,150.0,2.0659752792277595,2.0659752792277595
388.44,300.0,1.8833710921634355,1.8833710921634355
390.14,-300.0,2.830364899497023,2.830364899497023
390.14,-150.0,2.541595487395301,2.541595487395301
390.14,0.0,2.2570726842950757,2.2570726842950757
390.14,150.0,2.085085019734491,2.085085019734491
390.14,300.0,1.860014742655208,1.860014742655208
391.82,-300.0,2.887694121017218,2.887694121017218
391.82,-150.0,2.6052946224177402,2.6052946224177402
391.82,0.0,2.316525210316018,2.316525210316018
391.82,150.0,2.080838410732995,2.080838410732995
391.82,300.0,1.85789143815446,1.85789143815446
393.47,-300.0,2.8813242075149743,2.8813242075149743
393.47,-150.0,2.5776916639080163,2.5776916639080163
393.47,0.0,2.2952921653085383,2.2952921653085383
393.47,150.0,2.0489888432217755,2.0489888432217755
393.47,300.0,1.8366583931469807,1.8366583931469807
395.11,-300.0,2.809131854489544,2.809131854489544
395.11,-150.0,2.5331022693923093,2.5331022693923093
395.11,0.0,2.2464561617913357,2.2464561617913357
395.11,150.0,2.0659752792277595,2.0659752792277595
395.11,300.0,1.8621380471559559,1.8621380471559559
396.73,-300.0,2.809131854489544,2.809131854489544
396.73,-150.0,2.528855660390813,2.528855660390813
396.73,0.0,2.244332857290588,2.244332857290588
396.73,150.0,2.05535875672402,2.05535875672402
396.73,300.0,1.8366583931469802,1.8366583931469802
398.34,-300.0,2.8409814220007625,2.8409814220007625
398.34,-150.0,2.545842096396797,2.545842096396797
398.34,0.0,2.2676892067988152,2.2676892067988152
398.34,150.0,2.0532354522232716,2.0532354522232716
398.34,300.0,1.85789143815446,1.85789143815446
399.92,-300.0,2.88557081651647,2.88557081651647
399.92,-150.0,2.5776916639080163,2.5776916639080163
399.92,0.0,2.2952921653085383,2.2952921653085383
399.92,150.0,2.0723451927300034,2.0723451927300034
399.92,300.0,1.9152206596746546,1.9152206596746546
