energy_mevu,measured_r80_mm,fitted_r80_mm,r80_delta_mm,normalized_rmse,normalized_max_abs_error,spectrum_components,spectrum_mean_mevu
385.01,253.19300598802394,253.16804735549312,-0.024958632530825753,0.014045917127872395,0.044729772668187985,8.0,378.6454990447604
386.73,255.6525792630677,255.66178338983087,0.009204126763165732,0.015206561495583117,0.04903846153846154,6.0,380.64489284325464
388.44,257.12528954191873,257.0622426271161,-0.06304691480261226,0.014873704499910687,0.04807817275987389,7.0,382.1964239910169
390.14000000000004,258.59845018450187,258.65192993491985,0.05347975041797781,0.015120481744590965,0.04815355067707194,8.0,383.72061223792934
391.82,260.22932798395186,260.24497155195206,0.015643568000200503,0.014962900074694056,0.04866545212689049,9.0,385.3522743066943
393.47,262.17728852838934,262.12736844693126,-0.04992008145808313,0.01530860147433328,0.04907772621809745,8.0,387.09891950825744
395.10999999999996,264.90907778668804,264.8599904148518,-0.04908737183626499,0.01683946760439636,0.053876989350245305,8.0,389.19661169842044
396.73,266.3389515072084,266.3570379838049,0.018086476596522516,0.01595223346482398,0.05402439388065487,7.0,390.7127728443805
398.34,268.2563358778626,268.2034976957984,-0.052838182064249395,0.016127111276136214,0.054816513761467886,9.0,392.38761944705993
399.92,270.6514230019493,270.63529388053786,-0.01612912141143852,0.016543283309565015,0.05620875652722787,7.0,394.22426417011724
