energy_mevu,depth_mm,x_fwhm_mm,y_fwhm_mm,sigma_x_mm,sigma_y_mm,sigma_fit_mm,reference_sigma_fit_mm,reference_sigma_mm,raw_to_reference_sigma_fit_delta_mm
345.93,-300.0,7.37,7.25,3.129750834102485,3.0787915260845335,3.104271180093509,3.1,3.17,0.00427118009350913
345.93,-150.0,6.5,6.42,2.7602958509723408,2.7263229789603733,2.7433094149663573,2.74,2.8,0.0033094149663570605
345.93,0.0,5.69,5.56,2.4163205218511723,2.361114604831725,2.388717563341449,2.39,2.45,-0.0012824366585513225
345.93,150.0,5.17,4.91,2.1954968537733848,2.0850850197344912,2.140290936753938,2.14,2.14,0.00029093675393765395
345.93,300.0,4.88,4.14,2.0723451927300034,1.758096126619306,1.9152206596746546,1.92,1.87,-0.004779340325345327
347.88,-300.0,7.57,7.22,3.2146830141324028,3.0660516990800457,3.140367356606224,3.14,3.15,0.00036735660622388977
347.88,-150.0,6.63,6.43,2.8155017679917873,2.730569587961869,2.773035677976828,2.77,2.79,0.003035677976828133
347.88,0.0,5.67,5.64,2.40782730384818,2.3950874768436923,2.401457390345936,2.4,2.44,0.0014573903459362825
347.88,150.0,5.0,4.99,2.1233045007479543,2.1190578917464586,2.1211811962472065,2.12,2.13,0.001181196247206362
347.88,300.0,4.47,4.15,1.8982342236686711,1.7623427356208021,1.8302884796447367,1.83,1.87,0.0002884796447366611
349.83,-300.0,7.58,7.25,3.218929623133899,3.0787915260845335,3.148860574609216,3.15,3.14,-0.0011394253907837104
349.83,-150.0,6.62,6.41,2.8112551589902917,2.7220763699588777,2.7666657644745847,2.77,2.77,-0.003334235525415341
349.83,0.0,5.65,5.64,2.3993340858451884,2.3950874768436923,2.39721078134444,2.4,2.43,-0.002789218655559811
349.83,150.0,4.96,4.99,2.106318064741971,2.1190578917464586,2.1126879782442147,2.11,2.13,0.0026879782442148503
349.83,300.0,4.37,4.21,1.8557681336537122,1.7878223896297776,1.821795261641745,1.82,1.87,0.0017952616417449274
351.77,-300.0,7.63,7.32,3.2401626681413784,3.1085177890950053,3.174340228618192,3.18,3.12,-0.005659771381808287
351.77,-150.0,6.67,6.56,2.832488203997771,2.785775504981316,2.8091318544895434,2.81,2.76,-0.0008681455104566638
351.77,0.0,5.69,5.74,2.4163205218511723,2.4375535668586514,2.426937044354912,2.43,2.42,-0.0030629556450882944
351.77,150.0,4.94,5.1,2.097824846738979,2.1657705907629135,2.1317977187509465,2.13,2.12,0.0017977187509465864
351.77,300.0,4.3,4.42,1.8260418706432406,1.8770011786611915,1.851521524652216,1.85,1.87,0.0015215246522159998
353.7,-300.0,7.81,7.3,3.3166016301683046,3.100024571092013,3.208313100630159,3.21,3.11,-0.0016868993698411217
353.7,-150.0,6.86,6.52,2.9131737750261935,2.768789068975332,2.8409814220007625,2.84,2.75,0.0009814220007626773
353.7,0.0,5.79,5.77,2.458786611866131,2.4502933938631393,2.4545400028646354,2.45,2.42,0.004540002864635184
353.7,150.0,4.97,5.15,2.1105646737434665,2.187003635770393,2.14878415475693,2.15,2.12,-0.0012158452430699462
353.7,300.0,4.2,4.33,1.7835757806282817,1.8387816976477285,1.811178739138005,1.81,1.87,0.001178739138004925
355.62,-300.0,7.59,7.25,3.2231762321353945,3.0787915260845335,3.150983879109964,3.15,3.09,0.0009838791099641142
355.62,-150.0,6.62,6.46,2.8112551589902917,2.743309414966357,2.7772822869783242,2.78,2.74,-0.0027177130216755607
355.62,0.0,5.64,5.72,2.3950874768436923,2.4290603488556597,2.412073912849676,2.41,2.41,0.002073912849676063
355.62,150.0,4.93,5.08,2.093578237737483,2.1572773727599217,2.1254278052487026,2.13,2.11,-0.0045721947512973315
355.62,300.0,4.21,4.31,1.7878223896297776,1.8302884796447365,1.8090554346372572,1.81,1.87,-0.0009445653627428996
357.53,-300.0,7.47,7.23,3.1722169241174436,3.0702983080815422,3.121257616099493,3.12,3.08,0.0012576160994930419
357.53,-150.0,6.55,6.45,2.78152889597982,2.739062805964861,2.7602958509723408,2.76,2.73,0.0002958509723409719
357.53,0.0,5.62,5.7,2.3865942588407005,2.420567130852668,2.403580694846684,2.4,2.4,0.003580694846684107
357.53,150.0,4.92,5.07,2.089331628735987,2.1530307637584256,2.121181196247206,2.12,2.11,0.0011811962472059179
357.53,300.0,4.33,4.38,1.8387816976477285,1.8600147426552078,1.849398220151468,1.85,1.87,-0.0006017798485320469
359.44,-300.0,7.32,7.11,3.1085177890950053,3.0193390000635913,3.0639283945792983,3.06,3.07,0.003928394579298278
359.44,-150.0,6.42,6.27,2.7263229789603733,2.6626238439379346,2.694473411449154,2.69,2.72,0.004473411449154252
359.44,0.0,5.6,5.59,2.378101040837709,2.3738544318362127,2.375977736336961,2.38,2.39,-0.0040222636630389275
359.44,150.0,4.96,4.89,2.106318064741971,2.076591801731499,2.0914549332367347,2.09,2.11,0.0014549332367348455
359.44,300.0,4.58,4.18,1.9449469226851261,1.7750825626252897,1.860014742655208,1.86,1.87,1.474265520795548e-05
361.34,-300.0,7.43,7.09,3.15523048811146,3.010845782060599,3.0830381350860296,3.08,3.05,0.0030381350860295697
361.34,-150.0,6.49,6.37,2.7560492419708447,2.7050899339528938,2.7305695879618694,2.73,2.71,0.0005695879618694555
361.34,0.0,5.58,5.66,2.369607822834717,2.4035806948466845,2.3865942588407005,2.39,2.39,-0.003405741159299591
361.34,150.0,4.9,5.05,2.0808384107329956,2.144537545755434,2.1126879782442147,2.11,2.1,0.0026879782442148503
361.34,300.0,4.32,4.3,1.8345350886462326,1.8260418706432406,1.8302884796447367,1.83,1.88,0.0002884796447366611
363.23,-300.0,7.25,7.14,3.0787915260845335,3.0320788270680787,3.055435176576306,3.06,3.04,-0.004564823423693909
363.23,-150.0,6.41,6.42,2.7220763699588777,2.7263229789603733,2.7241996744596255,2.72,2.7,0.004199674459625324
363.23,0.0,5.58,5.65,2.369607822834717,2.3993340858451884,2.3844709543399527,2.38,2.38,0.004470954339952815
363.23,150.0,4.97,5.0,2.1105646737434665,2.1233045007479543,2.1169345872457104,2.12,2.1,-0.0030654127542897314
363.23,300.0,4.47,4.27,1.8982342236686711,1.8133020436387528,1.855768133653712,1.86,1.88,-0.004231866346288138
365.1,-300.0,7.49,7.09,3.180710142120436,3.010845782060599,3.0957779620905175,3.1,3.03,-0.004222037909482612
365.1,-150.0,6.54,6.27,2.7772822869783242,2.6626238439379346,2.7199530654581294,2.72,2.69,-4.693454187076895e-05
365.1,0.0,5.62,5.58,2.3865942588407005,2.369607822834717,2.378101040837709,2.38,2.37,-0.0018989591622911028
365.1,150.0,4.9,5.02,2.0808384107329956,2.131797718750946,2.106318064741971,2.11,2.1,-0.0036819352580290676
365.1,300.0,4.18,4.25,1.7750825626252897,1.804808825635761,1.7899456941305254,1.79,1.88,-5.430586947463567e-05
366.97,-300.0,7.38,7.15,3.1339974431039805,3.036325436069575,3.085161439586778,3.09,3.01,-0.004838560413221948
366.97,-150.0,6.48,6.39,2.751802632969349,2.7135831519558855,2.7326928924626173,2.73,2.68,0.00269289246261728
366.97,0.0,5.58,5.66,2.369607822834717,2.4035806948466845,2.3865942588407005,2.39,2.37,-0.003405741159299591
366.97,150.0,4.81,5.05,2.042618929719532,2.144537545755434,2.093578237737483,2.09,2.1,0.0035782377374831142
366.97,300.0,4.28,4.37,1.817548652640249,1.8557681336537122,1.8366583931469807,1.84,1.88,-0.00334160685301943
368.83,-300.0,7.55,7.31,3.206189796129411,3.104271180093509,3.15523048811146,3.16,3.0,-0.004769511888540023
368.83,-150.0,6.54,6.51,2.7772822869783242,2.7645424599738364,2.7709123734760803,2.77,2.67,0.0009123734760803082
368.83,0.0,5.61,5.84,2.382347649839205,2.4800196568736106,2.431183653356408,2.43,2.36,0.001183653356407799
368.83,150.0,4.79,5.19,2.0341257117165403,2.203990071776377,2.1190578917464586,2.12,2.09,-0.0009421082535414627
368.83,300.0,4.14,4.54,1.758096126619306,1.9279604866791424,1.8430283066492241,1.84,1.89,0.003028306649224044
370.68,-300.0,7.37,7.2,3.129750834102485,3.0575584810770544,3.0936546575897697,3.09,2.99,0.003654657589769794
370.68,-150.0,6.46,6.46,2.743309414966357,2.743309414966357,2.743309414966357,2.74,2.66,0.0033094149663566164
370.68,0.0,5.57,5.75,2.3653612138332214,2.4418001758601475,2.4035806948466845,2.4,2.36,0.003580694846684551
370.68,150.0,4.8,5.14,2.038372320718036,2.182757026768897,2.1105646737434665,2.11,2.09,0.0005646737434665816
370.68,300.0,4.17,4.47,1.7708359536237939,1.8982342236686711,1.8345350886462324,1.84,1.89,-0.0054649113537676985
372.51,-300.0,6.98,7.05,2.9641330830441444,2.9938593460546157,2.97899621454938,2.98,2.98,-0.001003785450619965
372.51,-150.0,6.24,6.27,2.649884016933447,2.6626238439379346,2.6562539304356907,2.66,2.65,-0.003746069564309451
372.51,0.0,5.59,5.54,2.3738544318362127,2.3526213868287336,2.363237909332473,2.36,2.35,0.0032379093324732544
372.51,150.0,5.22,4.96,2.2167298987808643,2.106318064741971,2.161523981761418,2.16,2.09,0.0015239817614176587
372.51,300.0,4.87,4.19,2.0680985837285077,1.7793291716267858,1.9237138776776468,1.93,1.89,-0.006286122322353149
374.34,-300.0,7.34,7.2,3.117011007097997,3.0575584810770544,3.0872847440875257,3.09,2.96,-0.002715255912474124
374.34,-150.0,6.33,6.45,2.6881034979469103,2.739062805964861,2.713583151955886,2.71,2.64,0.003583151955885988
374.34,0.0,5.42,5.74,2.301662078810782,2.4375535668586514,2.369607822834717,2.37,2.34,-0.00039217716528305857
374.34,150.0,4.76,5.14,2.0213858847120525,2.182757026768897,2.1020714557404747,2.1,2.09,0.002071455740474626
374.34,300.0,4.26,4.5,1.809055434637257,1.910974050673159,1.860014742655208,1.86,1.9,1.474265520795548e-05
376.15,-300.0,7.27,7.01,3.0872847440875253,2.9768729100486317,3.0320788270680783,3.03,2.95,0.0020788270680784926
376.15,-150.0,6.33,6.28,2.6881034979469103,2.6668704529394307,2.6774869754431707,2.68,2.63,-0.0025130245568294463
376.15,0.0,5.42,5.6,2.301662078810782,2.378101040837709,2.3398815598242457,2.34,2.34,-0.0001184401757541309
376.15,150.0,4.77,4.93,2.025632493713548,2.093578237737483,2.0596053657255156,2.06,2.09,-0.0003946342744844955
376.15,300.0,4.28,4.28,1.817548652640249,1.817548652640249,1.817548652640249,1.82,1.9,-0.002451347359751166
377.95,-300.0,6.97,6.92,2.9598864740426483,2.9386534290351687,2.9492699515389083,2.95,2.94,-0.0007300484610919256
377.95,-150.0,6.18,6.26,2.6244043629244715,2.6583772349364385,2.641390798930455,2.64,2.62,0.0013907989304549062
377.95,0.0,5.36,5.5,2.276182424801807,2.3356349508227496,2.3059086878122783,2.31,2.33,-0.004091312187721741
377.95,150.0,4.88,4.9,2.0723451927300034,2.0808384107329956,2.0765918017314995,2.08,2.09,-0.003408198268500584
377.95,300.0,4.47,4.23,1.8982342236686711,1.7963156076327695,1.8472749156507202,1.85,1.9,-0.0027250843492798715
379.73,-300.0,6.93,6.95,2.9429000380366643,2.9513932560396565,2.9471466470381604,2.95,2.93,-0.00285335296183975
379.73,-150.0,6.17,6.26,2.6201577539229755,2.6583772349364385,2.639267494429707,2.64,2.61,-0.0007325055702929184
379.73,0.0,5.39,5.59,2.288922251806295,2.3738544318362127,2.3313883418212535,2.33,2.33,0.0013883418212534693
379.73,150.0,4.78,4.87,2.0298791027150442,2.0680985837285077,2.048988843221776,2.05,2.09,-0.0010111567782238318
379.73,300.0,4.36,4.25,1.8515215246522163,1.804808825635761,1.8281651751439887,1.83,1.91,-0.0018348248560113856
381.51,-300.0,6.87,6.96,2.917420384027689,2.955639865041152,2.9365301245344204,2.94,2.92,-0.0034698754655795305
381.51,-150.0,6.11,6.31,2.5946780999140002,2.679610279943918,2.637144189928959,2.64,2.61,-0.002855810071041187
381.51,0.0,5.42,5.67,2.301662078810782,2.40782730384818,2.354744691329481,2.36,2.33,-0.005255308670518932
381.51,150.0,5.04,5.02,2.140290936753938,2.131797718750946,2.136044327752442,2.14,2.09,-0.003955672247557995
381.51,300.0,4.75,4.3,2.0171392757105564,1.8260418706432406,1.9215905731768985,1.92,1.91,0.001590573176898591
383.26,-300.0,6.86,6.82,2.9131737750261935,2.89618733902021,2.9046805570232017,2.9,2.91,0.0046805570232018034
383.26,-150.0,6.07,6.06,2.5776916639080167,2.5734450549065206,2.575568359407269,2.58,2.6,-0.004431640592731156
383.26,0.0,5.4,5.49,2.293168860807791,2.331388341821254,2.3122786013145227,2.31,2.32,0.0022786013145226214
383.26,150.0,4.92,4.84,2.089331628735987,2.05535875672402,2.0723451927300034,2.07,2.09,0.0023451927300035535
383.26,300.0,4.59,4.1,1.949193531686622,1.7411096906133223,1.8451516111499722,1.85,1.92,-0.004848388850027918
385.01,-300.0,6.82,6.78,2.89618733902021,2.879200903014226,2.8876941210172182,2.89,2.89,-0.002305878982781895
385.01,-150.0,6.07,6.1,2.5776916639080167,2.590431490912504,2.58406157741026,2.58,2.59,0.004061577410260142
385.01,0.0,5.37,5.39,2.280429033803303,2.288922251806295,2.2846756428047987,2.28,2.32,0.00467564280479893
385.01,150.0,4.96,4.83,2.106318064741971,2.051112147722524,2.0787151062322473,2.08,2.09,-0.0012848937677527594
385.01,300.0,4.67,4.07,1.9831664036985892,1.728369863608835,1.855768133653712,1.86,1.92,-0.004231866346288138
386.73,-300.0,6.86,6.78,2.9131737750261935,2.879200903014226,2.8961873390202095,2.9,2.88,-0.003812660979790383
386.73,-150.0,6.06,6.04,2.5734450549065206,2.564951836903529,2.569198445905025,2.57,2.58,-0.0008015540949748434
386.73,0.0,5.32,5.37,2.2591959887958235,2.280429033803303,2.2698125112995635,2.27,2.31,-0.0001874887004365
386.73,150.0,4.77,4.76,2.025632493713548,2.0213858847120525,2.0235091892128003,2.02,2.09,0.003509189212800301
386.73,300.0,4.33,4.05,1.8387816976477285,1.719876645605843,1.7793291716267858,1.78,1.92,-0.000670828373214194
388.44,-300.0,6.69,6.77,2.840981422000763,2.87495429401273,2.8579678580067465,2.86,2.87,-0.0020321419932534113
388.44,-150.0,6.05,6.06,2.5691984459050246,2.5734450549065206,2.5713217504057724,2.57,2.57,0.001321750405772537
388.44,0.0,5.36,5.35,2.276182424801807,2.271935815800311,2.274059120301059,2.27,2.31,0.004059120301059149
388.44,150.0,4.96,4.77,2.106318064741971,2.025632493713548,2.0659752792277595,2.07,2.09,-0.004024720772240364
388.44,300.0,4.78,4.09,2.0298791027150442,1.7368630816118265,1.8833710921634355,1.89,1.93,-0.006628907836564446
390.14,-300.0,6.69,6.64,2.840981422000763,2.8197483769932834,2.830364899497023,2.83,2.86,0.0003648994970228969
390.14,-150.0,6.04,5.93,2.564951836903529,2.5182391378870737,2.541595487395301,2.54,2.57,0.0015954873953010207
390.14,0.0,5.37,5.26,2.280429033803303,2.233716334786848,2.2570726842950757,2.26,2.31,-0.002927315704924105
390.14,150.0,5.1,4.72,2.1657705907629135,2.0043994487060686,2.085085019734491,2.09,2.09,-0.004914980265509072
390.14,300.0,4.76,4.0,2.0213858847120525,1.6986436005983634,1.860014742655208,1.87,1.93,-0.009985257344792053
391.82,-300.0,6.77,6.83,2.87495429401273,2.9004339480217056,2.887694121017218,2.89,2.85,-0.002305878982782339
391.82,-150.0,6.06,6.21,2.5734450549065206,2.6371441899289594,2.6052946224177402,2.61,2.56,-0.00470537758225964
391.82,0.0,5.35,5.56,2.271935815800311,2.361114604831725,2.316525210316018,2.32,2.3,-0.0034747896839819603
391.82,150.0,4.83,4.97,2.051112147722524,2.1105646737434665,2.080838410732995,2.08,2.09,0.0008384107329950652
391.82,300.0,4.47,4.28,1.8982342236686711,1.817548652640249,1.85789143815446,1.86,1.94,-0.002108561845540091
393.47,-300.0,6.82,6.75,2.89618733902021,2.866461076009738,2.8813242075149743,2.88,2.84,0.0013242075149744181
393.47,-150.0,6.04,6.1,2.564951836903529,2.590431490912504,2.5776916639080163,2.58,2.55,-0.002308336091983776
393.47,0.0,5.34,5.47,2.2676892067988152,2.322895123818262,2.2952921653085383,2.3,2.3,-0.004707834691461521
393.47,150.0,4.77,4.88,2.025632493713548,2.0723451927300034,2.0489888432217755,2.05,2.09,-0.0010111567782242759
393.47,300.0,4.41,4.24,1.8727545696596957,1.8005622166342654,1.8366583931469807,1.84,1.95,-0.00334160685301943
395.11,-300.0,6.65,6.58,2.8239949859947795,2.7942687229843077,2.809131854489544,2.81,2.83,-0.0008681455104562197
395.11,-150.0,6.02,5.91,2.5564586189005367,2.509745919884082,2.5331022693923093,2.53,2.55,0.003102269392309509
395.11,0.0,5.36,5.22,2.276182424801807,2.2167298987808643,2.2464561617913357,2.25,2.3,-0.0035438382086643294
395.11,150.0,5.07,4.66,2.1530307637584256,1.9789197946970936,2.0659752792277595,2.07,2.09,-0.004024720772240364
395.11,300.0,4.86,3.91,2.0638519747270117,1.6604241195849003,1.8621380471559559,1.87,1.95,-0.007861952844044229
396.73,-300.0,6.66,6.57,2.828241594996275,2.790022113982812,2.809131854489544,2.81,2.82,-0.0008681455104562197
396.73,-150.0,6.03,5.88,2.560705227902033,2.497006092879594,2.528855660390813,2.53,2.54,-0.0011443396091865843
396.73,0.0,5.35,5.22,2.271935815800311,2.2167298987808643,2.244332857290588,2.24,2.29,0.004332857290587633
396.73,150.0,5.03,4.65,2.136044327752442,1.9746731856955977,2.05535875672402,2.06,2.09,-0.004641243275980145
396.73,300.0,4.75,3.9,2.0171392757105564,1.6561775105834042,1.8366583931469802,1.85,1.96,-0.013341606853019883
398.34,-300.0,6.67,6.71,2.832488203997771,2.8494746400037547,2.8409814220007625,2.84,2.81,0.0009814220007626773
398.34,-150.0,6.0,5.99,2.547965400897545,2.5437187918960493,2.545842096396797,2.55,2.53,-0.004157903603202673
398.34,0.0,5.33,5.35,2.263442597797319,2.271935815800311,2.2676892067988152,2.27,2.29,-0.0023107932011847687
398.34,150.0,4.92,4.75,2.089331628735987,2.0171392757105564,2.0532354522232716,2.05,2.1,0.0032354522232718175
398.34,300.0,4.65,4.1,1.9746731856955977,1.7411096906133223,1.85789143815446,1.86,1.96,-0.002108561845540091
399.92,-300.0,6.78,6.81,2.879200903014226,2.8919407300187134,2.88557081651647,2.89,2.8,-0.0044291834835301636
399.92,-150.0,6.02,6.12,2.5564586189005367,2.5989247089154963,2.5776916639080163,2.58,2.53,-0.002308336091983776
399.92,0.0,5.34,5.47,2.2676892067988152,2.322895123818262,2.2952921653085383,2.3,2.29,-0.004707834691461521
399.92,150.0,4.91,4.85,2.0850850197344912,2.0596053657255156,2.0723451927300034,2.07,2.1,0.0023451927300035535
399.92,300.0,4.76,4.26,2.0213858847120525,1.809055434637257,1.9152206596746546,1.92,1.97,-0.004779340325345327
