energy_mevu,rmse_mm,isocenter_error_mm,sigma_source_mm,sigma_prime_rad,correlation
286.93,0.00041889001568738845,0.0003514200887040353,1.400444128218418,0.003193036195373494,0.2382433109997469
289.04,0.0022412541017601986,0.0032457391123101864,1.4166032857235007,0.0031954605252249137,0.21099726510684272
291.14,0.0024426499967672576,0.0027565203750321565,1.4213118061931584,0.0031792898947230245,0.1981259487712031
293.24,0.0035028450067893036,0.003543967766666878,1.4196057434149827,0.0031714048405964493,0.18849761174863922
295.33,0.0004179489038512607,0.0003510472636496509,1.3744376708261625,0.003125550189107514,0.22662954386959036
297.42,0.0022414285843409126,0.0032452710998498446,1.390452750328075,0.003127905041627651,0.19918131930156446
299.5,0.00244182403287957,0.0027556789500922108,1.3950726230186747,0.00311171736440092,0.18617680451094304
301.57,0.00042951689815146174,0.0003415137892242015,1.3651615004371063,0.0030610638440594674,0.2214161417231088
303.64,0.0014170713901332976,0.0006519578311015017,1.4086235990744036,0.0031059483371773987,0.15051930876287278
305.71,0.0012395793904351187,0.0012311119678543037,1.4807478524693494,0.003155149460904836,0.07034008521798128
307.77,0.0008299293655554997,0.0011816230513215231,1.452563617599157,0.00310559142522557,0.09884484018639395
309.82,0.0020705678776947304,0.0017030788411585007,1.4667538975294268,0.0031075979749163366,0.07546762460797901
311.87,0.002587988063136521,0.0016619620022986226,1.4479010809304314,0.0030873179255098224,0.08387312483606957
313.91,0.0012461882162184599,0.0012233834708790248,1.4618945428337304,0.003089199656423733,0.06080329327999986
315.95,0.0014884225610883267,0.0021973747958079493,1.4894311316980526,0.003086771776696774,0.03657080474198806
317.99,0.002625867661899832,0.0016769954534843201,1.4456242026585757,0.0030253161775576007,0.08093350862620972
320.02,0.001268810077590231,0.0012034531268976245,1.4594478100761037,0.003027441364228348,0.057624412615618896
322.04,0.0020294638673530162,0.00273540825809393,1.5210239662981455,0.003083948066364713,-0.010813706516500087
324.06,0.001508978208912909,0.0022118873387619864,1.478478967917721,0.0030231033777158504,0.029890015378847754
326.08,0.00036494161131626836,0.0003497797693499116,1.5441397132343848,0.003071531001867993,-0.038149000370341246
328.09,0.002509402430044509,0.0040489778643295615,1.478705326621436,0.002970404017153885,0.03443850607766928
330.09,0.0024565805670024817,9.844852291562844e-05,1.5386738920338632,0.0030273413565083548,-0.03218951658744641
332.09,0.00042917839896558556,0.0003831000451248734,1.5490248112783784,0.0030133425268136656,-0.03933573889311832
